date,ward,age_years,area_m2,station_walk_min,far,bcr,lat,lon,price_total_yen,price_yen_per_m2
2022-03-06,柏市,30,57.37348098330222,9,563,70,35.96712120676219,139.795872392695,67786856,1181501.5376133174
2020-10-08,新宿区,1,68.07060996052951,18,358,50,35.55311359064041,139.80057280791652,84221066,1237260.3396507725
2022-04-20,中央区,26,70.9322335872123,7,355,73,35.45226226001203,139.62365034582294,74896116,1055882.6673336609
2018-12-20,港区,26,54.170344783286325,5,223,56,35.83439081575447,139.82277486118255,66233308,1222685.7382018284
2023-05-27,川崎市中原区,16,71.24303067483277,8,766,42,35.580782907352834,139.7398959168786,40882123,573840.3126980107
2021-01-02,新宿区,44,56.10551990120931,11,264,54,35.67751523630725,139.6687640405994,49732981,886418.6819330774
2023-08-17,横浜市西区,39,44.95122131407045,14,655,53,35.609689814745806,139.64352883877774,34909071,776598.9439106275
2018-11-30,渋谷区,2,47.86719577361518,16,344,60,35.71217953371464,140.1607645069635,46615237,973845.1615269831
2020-12-25,新宿区,10,37.23356184921981,6,401,50,35.56593565513771,139.72047841247314,31116465,835710.1350122916
2022-03-05,港区,10,44.34239375519617,7,364,58,35.658407189454,139.5414521868828,40651706,916768.4140921308
2020-12-21,横浜市西区,40,50.70379974310685,18,694,57,35.733977839186785,139.6552667810401,67255293,1326434.968202621
2020-09-04,柏市,23,64.64302023254322,9,219,53,35.559002933647086,139.75226482407857,59216629,916056.0380220073
2018-12-31,新宿区,33,75.6492379739918,6,411,67,35.59598991644249,139.84200005489245,78127390,1032758.4532558039
2020-04-14,中央区,36,38.41382181547552,19,367,52,35.638314059968174,139.8432194782588,34708660,903546.1289617674
2019-06-07,新宿区,34,59.71392961911903,10,363,70,35.50854214789285,139.86149218276648,57632460,965142.6454029147
2019-10-23,千葉市中央区,4,42.513472730109584,19,315,50,35.62929268206415,139.6632709540044,40438957,951203.333981222
2022-02-06,中央区,7,60.69636506155842,18,747,74,35.69425558478835,139.81106606652523,63103875,1039664.8124809432
2021-10-12,柏市,18,53.42696019174728,18,427,54,35.63205412700939,139.62859108038342,63207380,1183061.5062723234
2021-08-22,新宿区,15,33.02913008982964,12,450,41,35.64743482084819,139.66705355254788,42260071,1279478.7778262666
2020-03-03,千代田区,33,66.13956389882182,16,431,45,35.67761179949121,139.62234365382494,66928213,1011924.0142312495
2023-10-03,川崎市中原区,7,47.73999144629523,19,788,72,35.60131078450812,139.58174167181025,50981984,1067909.3660364775
2018-07-11,さいたま市大宮区,17,48.59319713951734,6,403,74,35.762927507904024,139.9196314233287,34978700,719827.0963643664
2020-01-21,柏市,11,42.16297106452372,2,405,48,35.85231737497621,139.86329175514683,39313793,932424.6372447638
2018-09-16,船橋市,9,47.148600679749336,7,396,64,35.624274352936546,139.9064998054967,53657837,1138057.8898717228
2020-01-13,船橋市,8,60.13468528833901,13,396,62,35.73822378777732,139.76589695990364,67542901,1123193.7221611694
2023-10-08,川崎市中原区,9,52.729067908763135,11,253,45,35.651245941347845,139.87652115482976,52324211,992321.9407279557
2020-03-13,渋谷区,25,58.943944027389776,3,562,58,35.72385848140462,139.4958065893036,66446258,1127278.7916791602
2023-06-13,中央区,19,59.34306224714612,12,215,67,35.86789354374439,139.8894631277068,62200629,1048153.341682183
2020-12-20,港区,20,70.84793986633801,5,335,78,35.74103914516217,139.78656797450074,84313387,1190061.2376177197
2022-03-13,中央区,22,50.886566189627445,11,321,73,35.467190255342835,139.85406644002236,51287136,1007871.8184457533
2020-09-28,中央区,33,37.27770619785122,12,374,43,35.73447947577363,139.8170034948573,32761897,878860.325421216
2019-08-06,千代田区,38,67.8066689988638,13,653,49,35.82794364919708,139.61194172681945,68970790,1017168.2375542693
2022-08-01,新宿区,24,51.02214193483295,9,559,57,35.65340845960023,139.53529403369134,18565994,459723.90983409836
2023-10-24,横浜市西区,29,68.37510933492852,9,794,46,35.79947617673414,139.65319187507254,70192324,1026577.1372469773
2019-08-01,中央区,33,59.60052535818964,14,410,62,35.59718613506177,139.84473759219094,20860183,459723.90983409836
2022-09-02,柏市,31,53.42634963755986,15,757,40,35.50173530085733,139.8635137122763,32339360,605307.3103325918
2019-07-26,横浜市西区,6,59.18531072855554,16,226,44,35.69694028225992,139.55480865839272,61573658,1040353.716860561
2022-04-19,柏市,44,78.41215072151559,8,502,41,35.46922279351044,139.61283509487976,81980363,1045505.8590492829
2022-09-24,さいたま市大宮区,8,79.92376634864505,9,679,51,35.65122747845277,139.65151464710885,57346440,717514.2341245809
2020-09-11,千代田区,19,55.83257362159335,7,519,70,35.83442107151746,139.70640424095996,45089247,807579.5915408358
2022-06-02,新宿区,29,56.922287119804906,11,759,47,35.45082845131044,139.5556923753721,69679038,1224108.1925142226
2019-08-20,さいたま市大宮区,18,67.91488188959663,4,388,79,35.526460384490335,139.54669223507898,57944567,853193.9596713941
2018-06-23,横浜市西区,11,44.85206760679184,9,219,50,35.55615613058061,139.63672470553885,62729386,1398584.0418759433
2018-07-31,渋谷区,41,58.99684447141906,5,664,41,35.672401616834684,139.77293807543373,56024349,949616.0261103612
2020-09-05,横浜市西区,4,54.68964582455372,11,240,53,35.63611398572245,139.58291084903698,56418234,1031607.229291476
2023-05-31,船橋市,11,58.76689853749065,17,658,69,35.84789636580353,139.74262947350422,74832292,1273374.8736503485
2018-10-07,中央区,44,44.99957432860713,19,640,44,35.794521799491,139.91878292242126,43928828,976205.4120603884
2020-09-25,千代田区,33,35.925190080292374,10,706,42,35.739432753528234,139.56473303938796,26927050,749531.1768655465
2022-03-22,渋谷区,4,30.1241987681045,3,487,73,35.69747563772127,139.7290331362384,27956898,928054.4925098809
2019-03-20,柏市,34,41.59139064412471,6,737,63,35.727187573238176,139.9137135100626,39215601,942877.8502634579
2022-04-30,千葉市中央区,43,49.495896580728,3,301,53,35.57656211736239,139.6972597414454,33511279,677051.6611481716
2019-11-02,船橋市,5,51.48170096021486,15,460,70,35.782865242426794,139.67394954637123,46273481,898833.5687618445
2022-11-06,柏市,19,78.2467739491542,19,273,73,35.5465546894769,139.93452437214597,62719607,801561.5703307594
2021-06-22,港区,21,68.27192043888758,11,660,54,35.78024523926827,139.71406968815427,77479860,1134871.5475105867
2021-04-12,渋谷区,6,43.45490660390047,5,628,62,35.82233710025426,139.9256742537808,41582972,956922.3650400748
2019-01-23,千代田区,9,59.17250142941148,2,683,40,35.70530375225057,139.82434480866908,52867129,893440.8335443899
2020-10-11,千代田区,8,50.1150611637961,19,658,52,35.658854432924564,139.7085733020635,46545045,928763.6075684342
2023-02-19,船橋市,9,51.58763394351886,7,385,63,35.72803718899716,139.83195357958962,51310319,994624.3911123646
2018-02-12,柏市,18,57.22390779298458,4,240,47,35.33661779558792,139.8080674270769,61422016,1073362.8367744938
2022-07-20,港区,21,62.43005340370472,5,757,79,35.716270986218255,139.91313242315036,46826133,750057.5515641198
2020-12-15,さいたま市大宮区,11,50.92889819339182,6,495,78,35.666397520259224,139.67774816932024,37773071,741682.4698732864
2022-04-25,横浜市西区,13,67.7662183928123,13,256,50,35.67392462643316,139.76618091001723,79349894,1170935.842104129
2021-12-23,千代田区,9,41.29674128629115,18,756,55,35.76478390154774,139.7507726480593,35826270,867532.6159910073
2020-08-04,柏市,36,55.07606874834722,6,796,47,35.67102772941223,139.86562222124596,36715446,666631.5667474323
2019-11-07,船橋市,10,86.17208471914998,14,467,60,35.54317517720186,139.60622312083336,89512333,1038762.5330376592
2021-10-05,川崎市中原区,40,57.6769569115033,3,662,44,35.66303167950095,139.91254655723566,60138261,1042673.9588961534
2018-11-04,さいたま市大宮区,24,72.19857407927407,2,221,55,35.6881066580897,139.82994931582556,46485553,643856.9402902451
2021-07-03,中央区,36,56.0982421380785,2,255,62,35.69379206938972,139.56246123895505,55868034,995896.3395410525
2018-07-27,千葉市中央区,29,61.96932514395756,18,365,64,35.69943032407421,139.94123942382203,67987576,1097116.6111953256
2021-11-24,中央区,12,54.3186016672877,12,593,63,35.80472428539023,140.09511396211963,55669901,1024877.2849674827
